Path,File,Date Acquired,Sample,Misc
C:\Data\2020\20200807_2DGC_JLOpt\,22TS51.D, 9 Sep 2020  11:45    , , 
Signal: 22TS51.D\FID1A.ch,,,,
0.8,20728,,,
0.8,20719,,,
0.8,20701,,,
0.8,20717,,,
0.8,20747,,,
0.8,20875,,,
0.8,20919,,,
0.8,20892,,,
0.8,20868,,,
0.8,20925,,,
0.8,20906,,,
0.8,20923,,,
0.801,20958,,,
0.801,20985,,,
0.801,20982,,,
0.801,21010,,,
0.801,21077,,,
0.801,21039,,,
0.801,21104,,,
0.801,21155,,,
0.801,21143,,,
0.801,21110,,,
0.801,21082,,,
0.801,21112,,,
0.802,21103,,,
0.802,21199,,,
0.802,21207,,,
0.802,21170,,,
0.802,21175,,,
0.802,21179,,,
0.802,21139,,,
0.802,21175,,,
0.802,21256,,,
0.802,21272,,,
0.802,21152,,,
0.802,21101,,,
0.803,21083,,,
0.803,21007,,,
0.803,20973,,,
0.803,20996,,,
0.803,20975,,,
0.803,20986,,,
0.803,20980,,,
0.803,20916,,,
0.803,20905,,,
0.803,20925,,,
0.803,20940,,,
0.803,20810,,,
0.804,20797,,,
0.804,20834,,,
0.804,20816,,,
0.804,20845,,,
0.804,20889,,,
0.804,20936,,,
0.804,20830,,,
0.804,20791,,,
0.804,20764,,,
0.804,20766,,,
0.804,20857,,,
0.804,20911,,,
0.805,20883,,,
0.805,20817,,,
0.805,20816,,,
0.805,20802,,,
0.805,20786,,,
0.805,20818,,,
0.805,20831,,,
0.805,20800,,,
0.805,20823,,,
0.805,20853,,,
0.805,20786,,,
0.805,20751,,,
0.806,20692,,,
0.806,20630,,,
0.806,20536,,,
0.806,20575,,,
0.806,20592,,,
0.806,20550,,,
0.806,20624,,,
0.806,20703,,,
0.806,20667,,,
0.806,20582,,,
0.806,20595,,,
0.806,20609,,,
0.807,20601,,,
0.807,20616,,,
0.807,20588,,,
0.807,20512,,,
0.807,20445,,,
0.807,20453,,,
0.807,20440,,,
0.807,20455,,,
0.807,20495,,,
0.807,20456,,,
0.807,20473,,,
0.807,20516,,,
0.808,20507,,,
0.808,20410,,,
0.808,20454,,,
0.808,20548,,,
0.808,20547,,,
0.808,20474,,,
0.808,20442,,,
0.808,20376,,,
0.808,20318,,,
0.808,20302,,,
0.808,20277,,,
0.808,20194,,,
0.809,20210,,,
0.809,20272,,,
0.809,20237,,,
0.809,20210,,,
0.809,20238,,,
0.809,20272,,,
0.809,20221,,,
0.809,20256,,,
0.809,20239,,,
0.809,20217,,,
0.809,20261,,,
0.809,20323,,,
0.81,20276,,,
0.81,20231,,,
0.81,20272,,,
0.81,20255,,,
0.81,20230,,,
0.81,20240,,,
0.81,20302,,,
0.81,20211,,,
0.81,20206,,,
0.81,20197,,,
0.81,20141,,,
0.81,20183,,,
0.811,20211,,,
0.811,20187,,,
0.811,20114,,,
0.811,20137,,,
0.811,20202,,,
0.811,20144,,,
0.811,20158,,,
0.811,20151,,,
0.811,20066,,,
0.811,20043,,,
0.811,20101,,,
0.811,20113,,,
0.812,20082,,,
0.812,20085,,,
0.812,20098,,,
0.812,20027,,,
0.812,20025,,,
0.812,20054,,,
0.812,19994,,,
0.812,20034,,,
0.812,20063,,,
0.812,20085,,,
0.812,20038,,,
0.812,20099,,,
0.813,20173,,,
0.813,20127,,,
0.813,20153,,,
0.813,20160,,,
0.813,20124,,,
0.813,20069,,,
0.813,20087,,,
0.813,20090,,,
0.813,20067,,,
0.813,20131,,,
0.813,20122,,,
0.813,20090,,,
0.814,20074,,,
0.814,20130,,,
0.814,20085,,,
0.814,20087,,,
0.814,20063,,,
0.814,19962,,,
0.814,19899,,,
0.814,19898,,,
0.814,19966,,,
0.814,19870,,,
0.814,19856,,,
0.814,19840,,,
0.815,19774,,,
0.815,19802,,,
0.815,19859,,,
0.815,19853,,,
0.815,19805,,,
0.815,19818,,,
0.815,19884,,,
0.815,19778,,,
0.815,19750,,,
0.815,19736,,,
0.815,19716,,,
0.815,19770,,,
0.816,19822,,,
0.816,19871,,,
0.816,19826,,,
0.816,19842,,,
0.816,19898,,,
0.816,19855,,,
0.816,19863,,,
0.816,19822,,,
0.816,19768,,,
0.816,19766,,,
0.816,19866,,,
0.816,19881,,,
0.817,19871,,,
0.817,19874,,,
0.817,19918,,,
0.817,19912,,,
0.817,19938,,,
0.817,19991,,,
0.817,19979,,,
0.817,20016,,,
0.817,20077,,,
0.817,20034,,,
0.817,20033,,,
0.817,20112,,,
0.818,20180,,,
0.818,20073,,,
0.818,20039,,,
0.818,20101,,,
0.818,20111,,,
0.818,20100,,,
0.818,20110,,,
0.818,20068,,,
0.818,20013,,,
0.818,20056,,,
0.818,20097,,,
0.818,20073,,,
0.819,20111,,,
0.819,20204,,,
0.819,20195,,,
0.819,20164,,,
0.819,20190,,,
0.819,20168,,,
0.819,20158,,,
0.819,20200,,,
0.819,20315,,,
0.819,20247,,,
0.819,20228,,,
0.819,20226,,,
0.82,20237,,,
0.82,20272,,,
0.82,20313,,,
0.82,20320,,,
0.82,20286,,,
0.82,20284,,,
0.82,20263,,,
0.82,20161,,,
0.82,20123,,,
0.82,20149,,,
0.82,20116,,,
0.82,20170,,,
0.821,20233,,,
0.821,20297,,,
0.821,20246,,,
0.821,20249,,,
0.821,20298,,,
0.821,20276,,,
0.821,20298,,,
0.821,20283,,,
0.821,20216,,,
0.821,20275,,,
0.821,20319,,,
0.821,20296,,,
0.822,20157,,,
0.822,20167,,,
0.822,20260,,,
0.822,20277,,,
0.822,20299,,,
0.822,20286,,,
0.822,20221,,,
0.822,20149,,,
0.822,20158,,,
0.822,20113,,,
0.822,20066,,,
0.822,20057,,,
0.823,20054,,,
0.823,19977,,,
0.823,19941,,,
0.823,19966,,,
0.823,19895,,,
0.823,19959,,,
0.823,19998,,,
0.823,20051,,,
0.823,19988,,,
0.823,19963,,,
0.823,19993,,,
0.823,19898,,,
0.824,19946,,,
0.824,19964,,,
0.824,19976,,,
0.824,19944,,,
0.824,19944,,,
0.824,19945,,,
0.824,19952,,,
0.824,20025,,,
0.824,20032,,,
0.824,20007,,,
0.824,19955,,,
0.824,19963,,,
0.825,19893,,,
0.825,19897,,,
0.825,19951,,,
0.825,19913,,,
0.825,19891,,,
0.825,19862,,,
0.825,19921,,,
0.825,19838,,,
0.825,19842,,,
0.825,19881,,,
0.825,19855,,,
0.825,19846,,,
0.826,19835,,,
0.826,19871,,,
0.826,19897,,,
0.826,19973,,,
0.826,20020,,,
0.826,19956,,,
0.826,19915,,,
0.826,19904,,,
0.826,19894,,,
0.826,19906,,,
0.826,19963,,,
0.826,20010,,,
0.827,19952,,,
0.827,19939,,,
0.827,19894,,,
0.827,19872,,,
0.827,19891,,,
0.827,19911,,,
0.827,19894,,,
0.827,19903,,,
0.827,19920,,,
0.827,19918,,,
0.827,19931,,,
0.827,19984,,,
0.828,19964,,,
0.828,19841,,,
0.828,19906,,,
0.828,20009,,,
0.828,19959,,,
0.828,19913,,,
0.828,19886,,,
0.828,19940,,,
0.828,19856,,,
0.828,19877,,,
0.828,19877,,,
0.828,19868,,,
0.829,19931,,,
0.829,19984,,,
0.829,19971,,,
0.829,19864,,,
0.829,19854,,,
0.829,19784,,,
0.829,19762,,,
0.829,19790,,,
0.829,19847,,,
0.829,19834,,,
0.829,19846,,,
0.829,19916,,,
0.83,19942,,,
0.83,19975,,,
0.83,19993,,,
0.83,19955,,,
0.83,19961,,,
0.83,20011,,,
0.83,20025,,,
0.83,19953,,,
0.83,19975,,,
0.83,20046,,,
0.83,19998,,,
0.83,19922,,,
0.831,19935,,,
0.831,19969,,,
0.831,19987,,,
0.831,20012,,,
0.831,19974,,,
0.831,19859,,,
0.831,19862,,,
0.831,19882,,,
0.831,19846,,,
0.831,19813,,,
0.831,19860,,,
0.831,19833,,,
0.832,19765,,,
0.832,19769,,,
0.832,19806,,,
0.832,19785,,,
0.832,19845,,,
0.832,19938,,,
0.832,19936,,,
0.832,19956,,,
0.832,19981,,,
0.832,19994,,,
0.832,19971,,,
0.832,19987,,,
0.833,19982,,,
0.833,19890,,,
0.833,19925,,,
0.833,19975,,,
0.833,19931,,,
0.833,19956,,,
0.833,20003,,,
0.833,19981,,,
0.833,19911,,,
0.833,19897,,,
0.833,19945,,,
0.833,19918,,,
0.834,19931,,,
0.834,19934,,,
0.834,19874,,,
0.834,19859,,,
0.834,19858,,,
0.834,19856,,,
0.834,19860,,,
0.834,20006,,,
0.834,20057,,,
0.834,20010,,,
0.834,19985,,,
0.834,20025,,,
0.835,19996,,,
0.835,19975,,,
0.835,19975,,,
0.835,19922,,,
0.835,19898,,,
0.835,19932,,,
0.835,19989,,,
0.835,19895,,,
0.835,19841,,,
0.835,19841,,,
0.835,19806,,,
0.835,19818,,,
0.836,19864,,,
0.836,19827,,,
0.836,19847,,,
0.836,19923,,,
0.836,20028,,,
0.836,19978,,,
0.836,19939,,,
0.836,19948,,,
0.836,19933,,,
0.836,20010,,,
0.836,20081,,,
0.836,20026,,,
0.837,19981,,,
0.837,20045,,,
0.837,20110,,,
0.837,20036,,,
0.837,19960,,,
0.837,19959,,,
0.837,19929,,,
0.837,19962,,,
0.837,20031,,,
0.837,20023,,,
0.837,19989,,,
0.837,19981,,,
0.838,19991,,,
0.838,19894,,,
0.838,19867,,,
0.838,19917,,,
0.838,19919,,,
0.838,19948,,,
0.838,19980,,,
0.838,19946,,,
0.838,19929,,,
0.838,19936,,,
0.838,20008,,,
0.838,19946,,,
0.839,19981,,,
0.839,20004,,,
0.839,19987,,,
0.839,20029,,,
0.839,20088,,,
0.839,20085,,,
0.839,19979,,,
0.839,19941,,,
0.839,19987,,,
0.839,19963,,,
0.839,20045,,,
0.839,20086,,,
0.84,20060,,,
0.84,20066,,,
0.84,20043,,,
0.84,19997,,,
0.84,19870,,,
0.84,19886,,,
0.84,19945,,,
0.84,19961,,,
0.84,20054,,,
0.84,20077,,,
0.84,20023,,,
0.84,20061,,,
0.841,20175,,,
0.841,20175,,,
0.841,20081,,,
0.841,20039,,,
0.841,20014,,,
0.841,19923,,,
0.841,19899,,,
0.841,20027,,,
0.841,20001,,,
0.841,19978,,,
0.841,19917,,,
0.841,19906,,,
0.842,19896,,,
0.842,19959,,,
0.842,20029,,,
0.842,19970,,,
0.842,20024,,,
0.842,20037,,,
0.842,20039,,,
0.842,20056,,,
0.842,20115,,,
0.842,20104,,,
0.842,20005,,,
0.842,19984,,,
0.843,19978,,,
0.843,19946,,,
0.843,20016,,,
0.843,20186,,,
0.843,20210,,,
0.843,20188,,,
0.843,20153,,,
0.843,20088,,,
0.843,20023,,,
0.843,20050,,,
0.843,20132,,,
0.843,20092,,,
0.844,20047,,,
0.844,20002,,,
0.844,19951,,,
0.844,19967,,,
0.844,20061,,,
0.844,20082,,,
0.844,20042,,,
0.844,20040,,,
0.844,20068,,,
0.844,20008,,,
0.844,20006,,,
0.844,20044,,,
0.845,19975,,,
0.845,19917,,,
0.845,19894,,,
0.845,19918,,,
0.845,19948,,,
0.845,19985,,,
0.845,20058,,,
0.845,19989,,,
0.845,19957,,,
0.845,19954,,,
0.845,19934,,,
0.845,19957,,,
0.846,19989,,,
0.846,19999,,,
0.846,19969,,,
0.846,19993,,,
0.846,19995,,,
0.846,19976,,,
0.846,20038,,,
0.846,20075,,,
0.846,20024,,,
0.846,19986,,,
0.846,20001,,,
0.846,20028,,,
0.847,19990,,,
0.847,20013,,,
0.847,20074,,,
0.847,20086,,,
0.847,20164,,,
0.847,20217,,,
0.847,20203,,,
0.847,20278,,,
0.847,20317,,,
0.847,20313,,,
0.847,20241,,,
0.847,20277,,,
0.848,20382,,,
0.848,20398,,,
0.848,20465,,,
0.848,20499,,,
0.848,20440,,,
0.848,20411,,,
0.848,20451,,,
0.848,20503,,,
0.848,20469,,,
0.848,20421,,,
0.848,20475,,,
0.848,20475,,,
0.849,20579,,,
0.849,20623,,,
0.849,20620,,,
0.849,20625,,,
0.849,20643,,,
0.849,20655,,,
0.849,20624,,,
0.849,20690,,,
0.849,20732,,,
0.849,20739,,,
0.849,20857,,,
0.849,20931,,,
0.85,20876,,,
0.85,20779,,,
0.85,20806,,,
0.85,20830,,,
0.85,20825,,,
0.85,20862,,,
0.85,20881,,,
0.85,20841,,,
0.85,20864,,,
0.85,20940,,,
0.85,20885,,,
0.85,20882,,,
0.851,20928,,,
0.851,20971,,,
0.851,20976,,,
0.851,20982,,,
0.851,21046,,,
0.851,21038,,,
0.851,21138,,,
0.851,21218,,,
0.851,21243,,,
0.851,21208,,,
0.851,21169,,,
0.851,21116,,,
0.852,21121,,,
0.852,21186,,,
0.852,21166,,,
0.852,21080,,,
0.852,21043,,,
0.852,21117,,,
0.852,21117,,,
0.852,21131,,,
0.852,21123,,,
0.852,21028,,,
0.852,20966,,,
0.852,20999,,,
0.853,21049,,,
0.853,20992,,,
0.853,20976,,,
0.853,20999,,,
0.853,20963,,,
0.853,20961,,,
0.853,20999,,,
0.853,20967,,,
0.853,20920,,,
0.853,20936,,,
0.853,20987,,,
0.853,20945,,,
0.854,20933,,,
0.854,20957,,,
0.854,20918,,,
0.854,20902,,,
0.854,20909,,,
0.854,20894,,,
0.854,20866,,,
0.854,20908,,,
0.854,20906,,,
0.854,20856,,,
0.854,20855,,,
0.854,20817,,,
0.855,20696,,,
0.855,20612,,,
0.855,20641,,,
0.855,20713,,,
0.855,20726,,,
0.855,20765,,,
0.855,20741,,,
0.855,20651,,,
0.855,20656,,,
0.855,20684,,,
0.855,20677,,,
0.855,20781,,,
0.856,20853,,,
0.856,20812,,,
0.856,20694,,,
0.856,20681,,,
0.856,20722,,,
0.856,20674,,,
0.856,20676,,,
0.856,20683,,,
0.856,20630,,,
0.856,20614,,,
0.856,20625,,,
0.856,20601,,,
0.857,20538,,,
0.857,20553,,,
0.857,20533,,,
0.857,20457,,,
0.857,20478,,,
0.857,20512,,,
0.857,20500,,,
0.857,20467,,,
0.857,20467,,,
0.857,20459,,,
0.857,20422,,,
0.857,20443,,,
0.858,20441,,,
0.858,20440,,,
0.858,20506,,,
0.858,20540,,,
0.858,20452,,,
0.858,20374,,,
0.858,20375,,,
0.858,20363,,,
0.858,20350,,,
0.858,20372,,,
0.858,20389,,,
0.858,20317,,,
0.859,20291,,,
0.859,20313,,,
0.859,20289,,,
0.859,20282,,,
0.859,20266,,,
0.859,20191,,,
0.859,20172,,,
0.859,20276,,,
0.859,20304,,,
0.859,20215,,,
0.859,20183,,,
0.859,20240,,,
0.86,20207,,,
0.86,20184,,,
0.86,20207,,,
0.86,20212,,,
0.86,20179,,,
0.86,20211,,,
0.86,20252,,,
0.86,20208,,,
0.86,20280,,,
0.86,20343,,,
0.86,20333,,,
0.86,20292,,,
0.861,20318,,,
0.861,20290,,,
0.861,20203,,,
0.861,20204,,,
0.861,20203,,,
0.861,20158,,,
0.861,20115,,,
0.861,20113,,,
0.861,20043,,,
0.861,20025,,,
0.861,20039,,,
0.861,20052,,,
0.862,19975,,,
0.862,19950,,,
0.862,19929,,,
0.862,19887,,,
0.862,19993,,,
0.862,20087,,,
0.862,20088,,,
0.862,20046,,,
0.862,20080,,,
0.862,20097,,,
0.862,20128,,,
0.862,20229,,,
0.863,20278,,,
0.863,20201,,,
0.863,20140,,,
0.863,20158,,,
0.863,20095,,,
0.863,20097,,,
0.863,20158,,,
0.863,20098,,,
0.863,20004,,,
0.863,19988,,,
0.863,20055,,,
0.863,19994,,,
0.864,20011,,,
0.864,20052,,,
0.864,20051,,,
0.864,20023,,,
0.864,20022,,,
0.864,19972,,,
0.864,19936,,,
0.864,19976,,,
0.864,20025,,,
0.864,19922,,,
0.864,19860,,,
0.864,19811,,,
0.865,19743,,,
0.865,19757,,,
0.865,19826,,,
0.865,19888,,,
0.865,19870,,,
0.865,19863,,,
0.865,19896,,,
0.865,19853,,,
0.865,19941,,,
0.865,19968,,,
0.865,19919,,,
0.865,19905,,,
0.866,19918,,,
0.866,19881,,,
0.866,19798,,,
0.866,19828,,,
0.866,19904,,,
0.866,19846,,,
0.866,19816,,,
0.866,19829,,,
0.866,19803,,,
0.866,19845,,,
0.866,19868,,,
0.866,19873,,,
0.867,19795,,,
0.867,19810,,,
0.867,19881,,,
0.867,19881,,,
0.867,20002,,,
0.867,20107,,,
0.867,20090,,,
0.867,20057,,,
0.867,20052,,,
0.867,20051,,,
0.867,20055,,,
0.867,20103,,,
0.868,20155,,,
0.868,20075,,,
0.868,20054,,,
0.868,20126,,,
0.868,20158,,,
0.868,20208,,,
0.868,20231,,,
0.868,20191,,,
0.868,20153,,,
0.868,20207,,,
0.868,20255,,,
0.868,20198,,,
0.869,20178,,,
0.869,20225,,,
0.869,20205,,,
0.869,20171,,,
0.869,20197,,,
0.869,20195,,,
0.869,20219,,,
0.869,20263,,,
0.869,20336,,,
0.869,20275,,,
0.869,20260,,,
0.869,20290,,,
0.87,20259,,,
0.87,20259,,,
0.87,20287,,,
0.87,20277,,,
0.87,20215,,,
0.87,20168,,,
0.87,20238,,,
0.87,20199,,,
0.87,20210,,,
0.87,20200,,,
0.87,20138,,,
0.87,20141,,,
0.871,20136,,,
0.871,20172,,,
0.871,20163,,,
0.871,20252,,,
0.871,20282,,,
0.871,20190,,,
0.871,20159,,,
0.871,20189,,,
0.871,20170,,,
0.871,20166,,,
0.871,20221,,,
0.871,20228,,,
0.872,20157,,,
0.872,20124,,,
0.872,20112,,,
0.872,20053,,,
0.872,20078,,,
0.872,20125,,,
0.872,20077,,,
0.872,20030,,,
0.872,20054,,,
0.872,20047,,,
0.872,20024,,,
0.872,20030,,,
0.873,20107,,,
0.873,19992,,,
0.873,19917,,,
0.873,19881,,,
0.873,19887,,,
0.873,19962,,,
0.873,20046,,,
0.873,20028,,,
0.873,19966,,,
0.873,19904,,,
0.873,19938,,,
0.873,19928,,,
0.874,19990,,,
0.874,20030,,,
0.874,19964,,,
0.874,19969,,,
0.874,19988,,,
0.874,19996,,,
0.874,19920,,,
0.874,19909,,,
0.874,19949,,,
0.874,19889,,,
0.874,19906,,,
0.874,19898,,,
0.875,19868,,,
0.875,19929,,,
0.875,19986,,,
0.875,20035,,,
0.875,19905,,,
0.875,19893,,,
0.875,19900,,,
0.875,19904,,,
0.875,19936,,,
0.875,20017,,,
0.875,20036,,,
0.875,20060,,,
0.876,20048,,,
0.876,19992,,,
0.876,19938,,,
0.876,19880,,,
0.876,19869,,,
0.876,19757,,,
0.876,19755,,,
0.876,19792,,,
0.876,19790,,,
0.876,19814,,,
0.876,19824,,,
0.876,19818,,,
0.877,19777,,,
0.877,19778,,,
0.877,19836,,,
0.877,19860,,,
0.877,19949,,,
0.877,19967,,,
0.877,19914,,,
0.877,19915,,,
0.877,19950,,,
0.877,19929,,,
0.877,19825,,,
0.877,19793,,,
0.878,19849,,,
0.878,19869,,,
0.878,19912,,,
0.878,19914,,,
0.878,19831,,,
0.878,19870,,,
0.878,19913,,,
0.878,19920,,,
0.878,19831,,,
0.878,19806,,,
0.878,19836,,,
0.878,19835,,,
0.879,19870,,,
0.879,19895,,,
0.879,19809,,,
0.879,19819,,,
0.879,19870,,,
0.879,19882,,,
0.879,19852,,,
0.879,19888,,,
0.879,19889,,,
0.879,19802,,,
0.879,19808,,,
0.879,19861,,,
0.88,19865,,,
0.88,19786,,,
0.88,19805,,,
0.88,19757,,,
0.88,19729,,,
0.88,19744,,,
0.88,19762,,,
0.88,19743,,,
0.88,19743,,,
0.88,19784,,,
0.88,19765,,,
0.88,19827,,,
0.881,19905,,,
0.881,19935,,,
0.881,19887,,,
0.881,19857,,,
0.881,19838,,,
0.881,19776,,,
0.881,19846,,,
0.881,19903,,,
0.881,19880,,,
0.881,19848,,,
0.881,19819,,,
0.881,19831,,,
0.882,19820,,,
0.882,19927,,,
0.882,19947,,,
0.882,19917,,,
0.882,19978,,,
0.882,20016,,,
0.882,19978,,,
0.882,19945,,,
0.882,19996,,,
0.882,20001,,,
0.882,19937,,,
0.882,19944,,,
0.883,19956,,,
0.883,19931,,,
0.883,19993,,,
0.883,20103,,,
0.883,20129,,,
0.883,20111,,,
0.883,20092,,,
0.883,20041,,,
0.883,20028,,,
0.883,20059,,,
0.883,20062,,,
0.883,19971,,,
0.884,19952,,,
0.884,19989,,,
0.884,19943,,,
0.884,19933,,,
0.884,19948,,,
0.884,19898,,,
0.884,19852,,,
0.884,19905,,,
0.884,19906,,,
0.884,19811,,,
0.884,19772,,,
0.884,19853,,,
0.885,19850,,,
0.885,19861,,,
0.885,19892,,,
0.885,19882,,,
0.885,19860,,,
0.885,19931,,,
0.885,20019,,,
0.885,19952,,,
0.885,19959,,,
0.885,19965,,,
0.885,19943,,,
0.885,19947,,,
0.886,19991,,,
0.886,20028,,,
0.886,20000,,,
0.886,20007,,,
0.886,19965,,,
0.886,19916,,,
0.886,19930,,,
0.886,20009,,,
0.886,19959,,,
0.886,19958,,,
0.886,19959,,,
0.886,19925,,,
0.887,19912,,,
0.887,19936,,,
0.887,19965,,,
0.887,19887,,,
0.887,19919,,,
0.887,19981,,,
0.887,19966,,,
0.887,19929,,,
0.887,19908,,,
0.887,19921,,,
0.887,19899,,,
0.887,20006,,,
0.888,19977,,,
0.888,19956,,,
0.888,19977,,,
0.888,20052,,,
0.888,19979,,,
0.888,19858,,,
0.888,19858,,,
0.888,19846,,,
0.888,19863,,,
0.888,19921,,,
0.888,20000,,,
0.888,19938,,,
0.889,19904,,,
0.889,19932,,,
0.889,19890,,,
0.889,19895,,,
0.889,19893,,,
0.889,19929,,,
0.889,19887,,,
0.889,19936,,,
0.889,20002,,,
0.889,20003,,,
0.889,20000,,,
0.889,19943,,,
0.89,19882,,,
0.89,19823,,,
0.89,19887,,,
0.89,19897,,,
0.89,19926,,,
0.89,19983,,,
0.89,19993,,,
0.89,19951,,,
0.89,19925,,,
0.89,20000,,,
0.89,19973,,,
0.89,20019,,,
0.891,20068,,,
0.891,20044,,,
0.891,19972,,,
0.891,19974,,,
0.891,19979,,,
0.891,19897,,,
0.891,19949,,,
0.891,20026,,,
0.891,19967,,,
0.891,19899,,,
0.891,19896,,,
0.891,19981,,,
0.892,19928,,,
0.892,19989,,,
0.892,19977,,,
0.892,19918,,,
0.892,19917,,,
0.892,19943,,,
0.892,19934,,,
0.892,19915,,,
0.892,19973,,,
0.892,19931,,,
0.892,19875,,,
0.892,19905,,,
0.893,19983,,,
0.893,19989,,,
0.893,19982,,,
0.893,20045,,,
0.893,19998,,,
0.893,19939,,,
0.893,19917,,,
0.893,19909,,,
0.893,19962,,,
0.893,20017,,,
0.893,20096,,,
0.893,20026,,,
0.894,20008,,,
0.894,20033,,,
0.894,20009,,,
0.894,20125,,,
0.894,20217,,,
0.894,20253,,,
0.894,20189,,,
0.894,20200,,,
0.894,20238,,,
0.894,20149,,,
0.894,20143,,,
0.894,20182,,,
0.895,20193,,,
0.895,20125,,,
0.895,20123,,,
0.895,20077,,,
0.895,20031,,,
0.895,20104,,,
0.895,20133,,,
0.895,20122,,,
0.895,20049,,,
0.895,20085,,,
0.895,20051,,,
0.895,20067,,,
0.896,20114,,,
0.896,20064,,,
0.896,20049,,,
0.896,20019,,,
0.896,20076,,,
0.896,20025,,,
0.896,20057,,,
0.896,20067,,,
0.896,19979,,,
0.896,19954,,,
0.896,19938,,,
0.896,19954,,,
0.897,19971,,,
0.897,20080,,,
0.897,20162,,,
0.897,20131,,,
0.897,20106,,,
0.897,20084,,,
0.897,20069,,,
0.897,20095,,,
0.897,20177,,,
0.897,20172,,,
0.897,20184,,,
0.897,20189,,,
0.898,20244,,,
0.898,20242,,,
0.898,20311,,,
0.898,20410,,,
0.898,20408,,,
0.898,20412,,,
0.898,20452,,,
0.898,20479,,,
0.898,20526,,,
0.898,20616,,,
0.898,20701,,,
0.898,20666,,,
0.899,20659,,,
0.899,20682,,,
0.899,20671,,,
0.899,20669,,,
0.899,20705,,,
0.899,20717,,,
0.899,20714,,,
0.899,20759,,,
0.899,20824,,,
0.899,20736,,,
0.899,20735,,,
0.899,20760,,,
0.9,20779,,,
0.9,20830,,,
0.9,20886,,,
0.9,20888,,,
0.9,20835,,,
0.9,20820,,,
0.9,20858,,,
0.9,20855,,,
0.9,20902,,,
0.9,20952,,,
0.9,20932,,,
0.9,21006,,,
0.901,21062,,,
0.901,21023,,,
0.901,20986,,,
0.901,21050,,,
0.901,21119,,,
0.901,21010,,,
0.901,20998,,,
0.901,21045,,,
0.901,21070,,,
0.901,21042,,,
0.901,21044,,,
0.901,21054,,,
0.902,21076,,,
0.902,21153,,,
0.902,21196,,,
0.902,21204,,,
0.902,21235,,,
0.902,21294,,,
0.902,21252,,,
0.902,21244,,,
0.902,21258,,,
0.902,21183,,,
0.902,21173,,,
0.902,21183,,,
0.903,21252,,,
0.903,21170,,,
0.903,21113,,,
0.903,21080,,,
0.903,21007,,,
0.903,21014,,,
0.903,21001,,,
0.903,20988,,,
0.903,20927,,,
0.903,20927,,,
0.903,20973,,,
0.903,20939,,,
0.904,20991,,,
0.904,20992,,,
0.904,20917,,,
0.904,20915,,,
0.904,20916,,,
0.904,20869,,,
0.904,20804,,,
0.904,20855,,,
0.904,20912,,,
0.904,20821,,,
0.904,20759,,,
0.904,20765,,,
0.905,20757,,,
0.905,20747,,,
0.905,20790,,,
0.905,20774,,,
0.905,20770,,,
0.905,20789,,,
0.905,20772,,,
0.905,20731,,,
0.905,20766,,,
0.905,20871,,,
0.905,20826,,,
0.905,20821,,,
0.906,20761,,,
0.906,20693,,,
0.906,20630,,,
0.906,20626,,,
0.906,20644,,,
0.906,20552,,,
0.906,20548,,,
0.906,20547,,,
0.906,20516,,,
0.906,20534,,,
0.906,20527,,,
0.906,20489,,,
0.907,20441,,,
0.907,20466,,,
0.907,20503,,,
0.907,20422,,,
0.907,20425,,,
0.907,20393,,,
0.907,20345,,,
0.907,20356,,,
0.907,20427,,,
0.907,20436,,,
0.907,20409,,,
0.907,20441,,,
0.908,20434,,,
0.908,20321,,,
0.908,20268,,,
0.908,20320,,,
0.908,20328,,,
0.908,20327,,,
0.908,20360,,,
0.908,20360,,,
0.908,20298,,,
0.908,20281,,,
0.908,20303,,,
0.908,20299,,,
0.909,20369,,,
0.909,20407,,,
0.909,20336,,,
0.909,20291,,,
0.909,20290,,,
0.909,20287,,,
0.909,20282,,,
0.909,20324,,,
0.909,20412,,,
0.909,20322,,,
0.909,20316,,,
0.909,20319,,,
0.91,20314,,,
0.91,20340,,,
0.91,20370,,,
0.91,20360,,,
0.91,20271,,,
0.91,20295,,,
0.91,20329,,,
0.91,20307,,,
0.91,20318,,,
0.91,20291,,,
0.91,20205,,,
0.91,20185,,,
0.911,20281,,,
0.911,20324,,,
0.911,20321,,,
0.911,20313,,,
0.911,20294,,,
0.911,20138,,,
0.911,20085,,,
0.911,20101,,,
0.911,20081,,,
0.911,20118,,,
0.911,20174,,,
0.911,20216,,,
0.912,20127,,,
0.912,20115,,,
0.912,20145,,,
0.912,20137,,,
0.912,20230,,,
0.912,20224,,,
0.912,20189,,,
0.912,20118,,,
0.912,20138,,,
0.912,20100,,,
0.912,20084,,,
0.912,20133,,,
0.913,20212,,,
0.913,20131,,,
0.913,20080,,,
0.913,20096,,,
0.913,20039,,,
0.913,20038,,,
0.913,20042,,,
0.913,20043,,,
0.913,19972,,,
0.913,19985,,,
0.913,20051,,,
0.913,20052,,,
0.914,20100,,,
0.914,20094,,,
0.914,19991,,,
0.914,19955,,,
0.914,20010,,,
0.914,20050,,,
0.914,19972,,,
0.914,19992,,,
0.914,20021,,,
0.914,19956,,,
0.914,19904,,,
0.914,19925,,,
0.915,19896,,,
0.915,19896,,,
0.915,19921,,,
0.915,19915,,,
0.915,19871,,,
0.915,19890,,,
0.915,19869,,,
0.915,19826,,,
0.915,19880,,,
0.915,19981,,,
